district,lon,lat,soc_0_30_tC_per_ha,ndvi,c_input_retain_tC_per_ha,c_input_burn_tC_per_ha,c_input_fym_tC_per_ha
Ludhiana,75.43489151123795,30.949469765268276,29.0,0.564366424951351,1.4540153372324307,0.6979273618715667,2.3040153372324306
Ludhiana,75.49250125928505,30.949469765268276,30.0,0.5299104724229631,1.264507598326297,0.6069636471966225,2.114507598326297
Ludhiana,75.55011100733213,30.949469765268276,30.0,0.5419567939007971,1.3307623664543842,0.6387659358981044,2.1807623664543843
Ludhiana,75.60772075537923,30.949469765268276,29.0,0.39787803745041284,0.5383292059772706,0.3,1.3883292059772705
Ludhiana,75.66533050342632,30.949469765268276,34.0,0.6520559752949181,1.9363078641220497,0.9294277747785838,2.78630786412205
Ludhiana,75.72294025147342,30.949469765268276,30.0,0.5323468428365087,1.277907635600798,0.613395665088383,2.1279076356007978
Ludhiana,75.7805499995205,30.949469765268276,29.0,0.48902880453708897,1.0396584249539893,0.49903604397791484,1.8896584249539892
Ludhiana,75.83815974756759,30.949469765268276,27.0,0.682325777660889,2.1027917771348896,1.009340053024747,2.9527917771348897
Ludhiana,75.95337924366179,30.949469765268276,29.0,0.5163691176111483,1.190030146861316,0.5712144704934317,2.040030146861316
Ludhiana,76.01098899170887,30.949469765268276,33.0,0.403945704068274,0.5717013723755071,0.3,1.421701372375507
Ludhiana,76.06859873975597,30.949469765268276,32.0,0.4875817715657851,1.031699743611818,0.49521587693367264,1.8816997436118181
Ludhiana,76.12620848780305,30.949469765268276,32.0,0.3369347918422622,0.3,0.3,1.0531413551324422
Ludhiana,76.18381823585014,30.949469765268276,33.0,0.6039517239474604,1.6717344817110324,0.8024325512212955,2.5217344817110323
Ludhiana,76.24142798389725,30.949469765268276,32.0,0.4866820545183985,1.0267512998511918,0.4928406239285721,1.876751299851192
Ludhiana,76.29903773194432,30.949469765268276,34.0,0.4605957179836346,0.8832764489099902,0.4239726954767953,1.73327644890999
Ludhiana,76.35664747999142,30.949469765268276,36.0,0.6057976105260396,1.681886857893218,0.8073056917887446,2.531886857893218
Ludhiana,75.35384615126246,30.900062424641703,30.0,0.38791395284753294,0.4835267406614312,0.3,1.3335267406614313
Ludhiana,75.41142614610163,30.900062424641703,28.0,0.5628343485060873,1.4455889167834801,0.6938826800560705,2.29558891678348
Ludhiana,75.46900614094082,30.900062424641703,30.0,0.35484681575030597,0.3016574866266829,0.3,1.1516574866266829
Ludhiana,75.52658613578001,30.900062424641703,30.0,0.4670272528266553,0.9186498905466043,0.44095194746237004,1.7686498905466044
Ludhiana,75.5841661306192,30.900062424641703,30.0,0.4236624123520214,0.6801432679361178,0.32646876860933655,1.5301432679361178
Ludhiana,75.64174612545838,30.900062424641703,31.0,0.636958050177082,1.8532692759739509,0.8895692524674964,2.703269275973951
Ludhiana,75.69932612029757,30.900062424641703,33.0,0.6612928702343468,1.9871107862889075,0.9538131774186756,2.8371107862889073
Ludhiana,75.75690611513674,30.900062424641703,31.0,0.4936468998469548,1.0650579491582515,0.5112278155959606,1.9150579491582516
Ludhiana,75.9872260944935,30.900062424641703,29.0,0.5872586593714829,1.579922626543156,0.7583628607407149,2.429922626543156
Ludhiana,76.04480608933267,30.900062424641703,30.0,0.505601087899812,1.1308059834489659,0.5427868720555036,1.980805983448966
Ludhiana,76.10238608417187,30.900062424641703,33.0,0.5654449509862386,1.4599472304243124,0.7007746706036699,2.3099472304243123
Ludhiana,76.15996607901104,30.900062424641703,30.0,0.45977302428628286,0.8787516335745558,0.42180078411578675,1.7287516335745559
Ludhiana,76.21754607385023,30.900062424641703,31.0,0.38333286374663555,0.45833075060649564,0.3,1.3083307506064956
Ludhiana,76.27512606868943,30.900062424641703,33.0,0.37575210732162073,0.4166365902689141,0.3,1.266636590268914
Ludhiana,76.3327060635286,30.900062424641703,31.0,0.550649748140601,1.3785736147733054,0.6617153350911866,2.2285736147733055
Ludhiana,75.38801873933747,30.85065508401513,31.0,0.699807604224616,2.198941823235388,1.0554920751529862,3.048941823235388
Ludhiana,75.4455690544578,30.85065508401513,31.0,0.541552930440631,1.3285411174234707,0.6376997363632659,2.1785411174234706
Ludhiana,75.50311936957814,30.85065508401513,32.0,0.47803163044793184,0.9791739674636252,0.47000350438254007,1.8291739674636252
Ludhiana,75.56066968469847,30.85065508401513,30.0,0.6729615089865553,2.051288299426054,0.9846183837245059,2.9012882994260543
Ludhiana,75.61821999981879,30.85065508401513,30.0,0.5389841477309755,1.3144128125203651,0.6309181500097752,2.164412812520365
Ludhiana,75.67577031493913,30.85065508401513,32.0,0.5281147188169293,1.254630953493111,0.6022228576766933,2.104630953493111
Ludhiana,75.73332063005947,30.85065508401513,28.0,0.5402062188444254,1.3211342036443399,0.6341444177492831,2.17113420364434
Ludhiana,75.7908709451798,30.85065508401513,28.0,0.5094098241946522,1.151754033070587,0.5528419358738818,2.001754033070587
Ludhiana,75.84842126030016,30.85065508401513,26.0,0.4952418927528896,1.0738304101408929,0.5154385968676286,1.923830410140893
Ludhiana,75.90597157542048,30.85065508401513,25.0,0.4052029227171557,0.5786160749443563,0.3,1.4286160749443564
Ludhiana,75.96352189054082,30.85065508401513,26.0,0.5601299298544833,1.430714614199658,0.6867430148158359,2.280714614199658
Ludhiana,76.02107220566114,30.85065508401513,28.0,0.5124179639648084,1.1682988018064464,0.5607834248670942,2.0182988018064463
Ludhiana,76.07862252078148,30.85065508401513,31.0,0.6154468737875208,1.7349578058313646,0.832779746799055,2.5849578058313645
Ludhiana,76.1361728359018,30.85065508401513,36.0,0.4904945225241723,1.0477198738829476,0.5029055394638149,1.8977198738829477
Ludhiana,76.19372315102213,30.85065508401513,33.0,0.3674904097175625,0.37119725344659393,0.3,1.221197253446594
Ludhiana,76.25127346614248,30.85065508401513,32.0,0.5120311494484109,1.16617132196626,0.5597622345438048,2.01617132196626
Ludhiana,76.30882378126282,30.85065508401513,33.0,0.6559629837397345,1.9577964105685397,0.939742277072899,2.80779641056854
Ludhiana,75.30714845785,30.801247743388558,28.0,0.48932615016547903,1.0412938259101348,0.49982103643686465,1.8912938259101346
Ludhiana,75.36466916658284,30.801247743388558,28.0,0.4488114511183401,0.8184629811508706,0.39286223095241785,1.6684629811508707
Ludhiana,75.53723129278139,30.801247743388558,31.0,0.42451264621934537,0.6848195542063996,0.3287133860190718,1.5348195542063996
Ludhiana,75.59475200151424,30.801247743388558,31.0,0.4359986551139702,0.747992603126836,0.35903644950088126,1.597992603126836
Ludhiana,75.65227271024709,30.801247743388558,30.0,0.49598450105598696,1.0779147558079283,0.5173990827878056,1.9279147558079281
Ludhiana,75.70979341897993,30.801247743388558,30.0,0.4256014325233436,0.6908078788783898,0.3315877818616271,1.5408078788783897
Ludhiana,75.76731412771278,30.801247743388558,33.0,0.6398111292478067,1.868961210862937,0.8971013812142097,2.718961210862937
Ludhiana,75.88235554517848,30.801247743388558,33.0,0.49738918111396957,1.0856404961268327,0.5211074381408797,1.9356404961268328
Ludhiana,75.93987625391134,30.801247743388558,28.0,0.5286918697195784,1.2578052834576812,0.603746536059687,2.1078052834576813
Ludhiana,75.99739696264419,30.801247743388558,31.0,0.6350591616587006,1.8428253891228532,0.8845561867789695,2.692825389122853
Ludhiana,76.05491767137703,30.801247743388558,30.0,0.6402654816333528,1.8714601489834406,0.8983008715120514,2.7214601489834407
Ludhiana,76.11243838010988,30.801247743388558,31.0,0.5029813626385952,1.1163974945122734,0.5358707973658913,1.9663974945122735
Ludhiana,76.16995908884273,30.801247743388558,34.0,0.5465579372390799,1.3560686548149392,0.6509129543111708,2.2060686548149393
Ludhiana,76.22747979757558,30.801247743388558,30.0,0.5788021267501888,1.5334116971260385,0.7360376146204984,2.3834116971260384
Ludhiana,76.28500050630842,30.801247743388558,33.0,0.5045715631720176,1.1251435974460966,0.5400689267741263,1.9751435974460967
Ludhiana,75.2838861284084,30.751840402761978,32.0,0.3777589717633193,0.42767434469825616,0.3,1.2776743446982561
Ludhiana,75.34137730392803,30.751840402761978,29.0,0.5723764562962488,1.4980705096293683,0.7190738446220968,2.3480705096293684
Ludhiana,75.39886847944763,30.751840402761978,31.0,0.5915481843856426,1.6035150141210344,0.7696872067780964,2.4535150141210345
Ludhiana,75.45635965496726,30.751840402761978,29.0,0.5532402091438409,1.3928211502911247,0.6685541521397399,2.2428211502911246
Ludhiana,75.51385083048686,30.751840402761978,32.0,0.4461164274629426,0.8036403510461845,0.3857473685021685,1.6536403510461843
Ludhiana,75.57134200600649,30.751840402761978,32.0,0.5043178150153628,1.1237479825844954,0.5393990316405578,1.9737479825844955
Ludhiana,75.6288331815261,30.751840402761978,27.0,0.4727384144909491,0.9500612797002201,0.45602941425610566,1.8000612797002202
Ludhiana,75.68632435704573,30.751840402761978,33.0,0.49602310101377384,1.0781270555757563,0.517500986676363,1.9281270555757564
Ludhiana,75.74381553256534,30.751840402761978,30.0,0.6237508154181338,1.7806294847997362,0.8547021527038733,2.6306294847997362
Ludhiana,75.80130670808497,30.751840402761978,33.0,0.6423663706714525,1.883015038692989,0.9038472185726346,2.733015038692989
Ludhiana,75.8587978836046,30.751840402761978,27.0,0.5735534554727729,1.5045440051002512,0.7221811224481206,2.354544005100251
Ludhiana,75.91628905912421,30.751840402761978,31.0,0.5638996095822664,1.451447852702465,0.6966949692971832,2.301447852702465
Ludhiana,75.97378023464383,30.751840402761978,28.0,0.5741303191644709,1.5077167554045898,0.7237040425942031,2.35771675540459
Ludhiana,76.03127141016344,30.751840402761978,30.0,0.5190206250714846,1.2046134378931654,0.5782144501887194,2.0546134378931655
Ludhiana,76.08876258568306,30.751840402761978,29.0,0.5139469230810347,1.176708076945691,0.5648198769339317,2.026708076945691
Ludhiana,76.14625376120267,30.751840402761978,33.0,0.4661083850099141,0.9135961175545275,0.4385261364261732,1.7635961175545276
Ludhiana,76.2037449367223,30.751840402761978,29.0,0.5155306039959942,1.185418321977968,0.5690007945494245,2.035418321977968
Ludhiana,75.26068131259022,30.702433062135405,30.0,0.7007957589301009,2.2043766741155553,1.0581008035754664,3.0543766741155554
Ludhiana,75.31814302791432,30.702433062135405,29.0,0.5895231463403061,1.5923773048716836,0.7643411063384081,2.4423773048716835
Ludhiana,75.37560474323843,30.702433062135405,31.0,0.49263063812585095,1.0594685096921803,0.5085448846522466,1.9094685096921804
Ludhiana,75.43306645856252,30.702433062135405,31.0,0.48224586782931833,1.0023522730612509,0.4811290910694004,1.8523522730612507
Ludhiana,75.49052817388663,30.702433062135405,29.0,0.45084080067314036,0.8296244037022721,0.3982197137770906,1.679624403702272
Ludhiana,75.54798988921073,30.702433062135405,30.0,0.549949627979006,1.3747229538845334,0.659867017864576,2.2247229538845334
Ludhiana,75.60545160453484,30.702433062135405,32.0,0.5513236554802065,1.3822801051411355,0.663494450467745,2.2322801051411356
Ludhiana,75.66291331985893,30.702433062135405,30.0,0.40455026743992495,0.5750264709195873,0.3,1.4250264709195872
Ludhiana,75.72037503518303,30.702433062135405,31.0,0.5589068157793362,1.4239874867863491,0.6835139936574476,2.273987486786349
Ludhiana,75.77783675050715,30.702433062135405,29.0,0.47444221835852024,0.9594322009718614,0.46052745646649346,1.8094322009718615
Ludhiana,75.83529846583124,30.702433062135405,31.0,0.6341376925319069,1.837757308925488,0.8821235082842341,2.687757308925488
Ludhiana,75.89276018115535,30.702433062135405,29.0,0.5325475186963348,1.2790113528298412,0.6139254493583238,2.129011352829841
Ludhiana,75.95022189647945,30.702433062135405,31.0,0.6574184039728188,1.9658012218505034,0.9435845864882416,2.8158012218505033
Ludhiana,76.00768361180354,30.702433062135405,32.0,0.4833498565691193,1.008424211130156,0.48404362134247486,1.8584242111301559
Ludhiana,76.06514532712765,30.702433062135405,31.0,0.4969612906783375,1.0832870987308563,0.519977807390811,1.9332870987308564
Ludhiana,76.12260704245175,30.702433062135405,31.0,0.543984668181592,1.341915674998756,0.6441195239994029,2.191915674998756
Ludhiana,76.18006875777584,30.702433062135405,32.0,0.6044758639331631,1.6746172516323972,0.8038162807835506,2.5246172516323973
Ludhiana,76.23753047309995,30.702433062135405,28.0,0.5652705990901925,1.4589882949960589,0.7003143815981082,2.308988294996059
Ludhiana,75.23753388754201,30.653025721508833,31.0,0.421318084501795,0.6672494647598725,0.3202797430847388,1.5172494647598724
Ludhiana,75.29496621553234,30.653025721508833,28.0,0.5346320561291814,1.2904763087104978,0.6194286281810389,2.1404763087104977
Ludhiana,75.35239854352265,30.653025721508833,31.0,0.5217795790832449,1.219787684957847,0.5854980887797666,2.069787684957847
Ludhiana,75.409830871513,30.653025721508833,30.0,0.48567451251552063,1.0212098188353635,0.4901807130409745,1.8712098188353634
Ludhiana,75.46726319950332,30.653025721508833,31.0,0.4681515765686112,0.9248336711273618,0.44392016214113367,1.7748336711273618
Ludhiana,75.52469552749365,30.653025721508833,30.0,0.6598061791478915,1.9789339853134034,0.9498883129504336,2.8289339853134035
Ludhiana,75.58212785548396,30.653025721508833,31.0,0.48876908149107495,1.0382299482009123,0.4983503751364379,1.8882299482009124
Ludhiana,75.6395601834743,30.653025721508833,31.0,0.4523261890297754,0.8377940396637648,0.40214113903860704,1.6877940396637647
Ludhiana,75.69699251146463,30.653025721508833,32.0,0.5709690266249953,1.490329646437474,0.7153582302899875,2.340329646437474
Ludhiana,75.75442483945496,30.653025721508833,32.0,0.5304498381809802,1.2674741099953915,0.6083875727977879,2.1174741099953915
Ludhiana,75.86928949543561,30.653025721508833,32.0,0.5139348906955266,1.1766418988253962,0.5647881114361901,2.026641898825396
Ludhiana,75.92672182342594,30.653025721508833,33.0,0.5825041448840395,1.553772796862217,0.7458109424938641,2.403772796862217
Ludhiana,75.98415415141626,30.653025721508833,31.0,0.5590900332714148,1.4249951829927816,0.6839976878365351,2.2749951829927815
Ludhiana,76.0415864794066,30.653025721508833,31.0,0.5489752000760875,1.369363600418481,0.6572945282008709,2.219363600418481
Ludhiana,76.09901880739692,30.653025721508833,32.0,0.5971360387513127,1.63424821313222,0.7844391423034656,2.48424821313222
Ludhiana,76.15645113538724,30.653025721508833,33.0,0.5426909139067833,1.334800026487308,0.6407040127139078,2.184800026487308
Ludhiana,76.21388346337757,30.653025721508833,34.0,0.4706462440727622,0.9385543424001921,0.45050608435209216,1.7885543424001922
Ludhiana,75.21444373085725,30.60361838088226,31.0,0.49101742172642215,1.050595819495322,0.5042859933577546,1.9005958194953219
Ludhiana,75.27184674422016,30.60361838088226,29.0,0.47832221317565504,0.9807721724661028,0.4707706427837293,1.8307721724661028
Ludhiana,75.32924975758304,30.60361838088226,30.0,0.5367777645581281,1.3022777050697045,0.6250932984334582,2.1522777050697046
Ludhiana,75.38665277094593,30.60361838088226,30.0,0.4337612084599436,0.7356866465296898,0.3531295903342511,1.5856866465296897
Ludhiana,75.44405578430883,30.60361838088226,28.0,0.3734059226617139,0.4037325746394266,0.3,1.2537325746394266
Ludhiana,75.50145879767172,30.60361838088226,29.0,0.5270523939678716,1.248788166823294,0.5994183200751811,2.098788166823294
Ludhiana,75.5588618110346,30.60361838088226,32.0,0.4130783560035445,0.6219309580194947,0.3,1.4719309580194948
Ludhiana,75.6162648243975,30.60361838088226,30.0,0.36384175211639,0.3511296366401452,0.3,1.2011296366401452
Ludhiana,75.67366783776038,30.60361838088226,32.0,0.5498664627053351,1.3742655448793433,0.6596474615420848,2.2242655448793434
Ludhiana,75.73107085112328,30.60361838088226,32.0,0.46311574431011676,0.8971365937056422,0.43062556497870824,1.7471365937056422
Ludhiana,75.78847386448618,30.60361838088226,34.0,0.5596900337791261,1.4282951857851935,0.6855816891768929,2.2782951857851934
Ludhiana,75.84587687784907,30.60361838088226,32.0,0.4775316998460289,0.976424349153159,0.4686836875935163,1.826424349153159
Ludhiana,75.90327989121195,30.60361838088226,33.0,0.4302430089435536,0.7163365491895449,0.34384154361098157,1.566336549189545
Ludhiana,75.96068290457485,30.60361838088226,31.0,0.42051859889151877,0.6628522939033533,0.3181691010736096,1.5128522939033533
Ludhiana,76.01808591793773,30.60361838088226,35.0,0.47880582218370316,0.9834320220103674,0.4720473705649763,1.8334320220103675
Ludhiana,76.07548893130061,30.60361838088226,31.0,0.49812937550033765,1.0897115652518572,0.5230615513208914,1.9397115652518573
Ludhiana,76.13289194466351,30.60361838088226,33.0,0.45412319327870454,0.847677563032875,0.40688523025578,1.697677563032875
Ludhiana,76.19029495802639,30.60361838088226,31.0,0.49751136697492654,1.086312518362096,0.5214300088138061,1.936312518362096
Karnal,76.40077240022546,29.898877105894847,34.0,0.3971118163030021,0.5341149896665115,0.3,1.3841149896665115
Karnal,76.46812740591503,29.898877105894847,31.0,0.5211591155981021,1.2163751357895618,0.5838600651789897,2.0663751357895617
Karnal,76.53548241160456,29.898877105894847,34.0,0.37650810065596974,0.4207945536078336,0.3,1.2707945536078336
Karnal,76.60283741729411,29.898877105894847,32.0,0.5044914946436615,1.1247032205401384,0.5398575458592664,1.9747032205401385
Karnal,76.67019242298366,29.898877105894847,35.0,0.575783528782366,1.5168094083030133,0.7280685159854463,2.366809408303013
Karnal,76.73754742867321,29.898877105894847,38.0,0.6073551041795858,1.690453072987722,0.8114174750341066,2.540453072987722
Karnal,76.80490243436276,29.898877105894847,34.0,0.6571504197495274,1.9643273086224007,0.9428771081387523,2.8143273086224005
Karnal,76.87225744005231,29.898877105894847,34.0,0.39549698825210466,0.5252334353865757,0.3,1.3752334353865758
Karnal,76.93961244574186,29.898877105894847,37.0,0.5806980160443589,1.5438390882439739,0.7410427623571074,2.3938390882439737
Karnal,77.00696745143141,29.898877105894847,32.0,0.6165025755292678,1.740764165410973,0.835566799397267,2.590764165410973
Karnal,77.07432245712097,29.898877105894847,36.0,0.5984445587870373,1.6414450733287052,0.7878936351977784,2.491445073328705
Karnal,77.14167746281052,29.898877105894847,34.0,0.4456540947915009,0.8010975213532552,0.3845268102495625,1.6510975213532553
Karnal,77.20903246850006,29.898877105894847,28.0,0.5529437464892784,1.391190605691031,0.6677714907316948,2.241190605691031
Karnal,77.2763874741896,29.898877105894847,35.0,0.6688044537781717,2.028424495779944,0.9736437579743731,2.878424495779944
Karnal,77.34374247987915,29.898877105894847,36.0,0.4002181086114724,0.5511995973630982,0.3,1.4011995973630982
Karnal,77.4110974855687,29.898877105894847,35.0,0.5581070160205802,1.4195885881131913,0.6814025222943318,2.269588588113191
Karnal,76.37362221263601,29.84048661242708,31.0,0.6089832388527266,1.6994078136899966,0.8157157505711984,2.5494078136899967
Karnal,76.44093780732128,29.84048661242708,30.0,0.46427271874731174,0.9034999531102146,0.433679977492903,1.7534999531102144
Karnal,76.50825340200655,29.84048661242708,31.0,0.5666376242628764,1.4665069334458205,0.7039233280539938,2.3165069334458206
Karnal,76.57556899669181,29.84048661242708,30.0,0.43432859936041035,0.738807296482257,0.3546275023114833,1.588807296482257
Karnal,76.6428845913771,29.84048661242708,35.0,0.4550233134854609,0.8526282241700349,0.40926154760161676,1.7026282241700348
Karnal,76.71020018606237,29.84048661242708,32.0,0.4546335802536922,0.8504846913953072,0.40823265186974744,1.7004846913953071
Karnal,76.77751578074763,29.84048661242708,37.0,0.5353846159055136,1.2946153874803246,0.6214153859905558,2.1446153874803247
Karnal,76.8448313754329,29.84048661242708,36.0,0.5127214987173786,1.1699682429455824,0.5615847566138795,2.0199682429455823
Karnal,76.91214697011817,29.84048661242708,36.0,0.5963292166177652,1.6298106913977084,0.7823091318709,2.4798106913977085
Karnal,76.97946256480344,29.84048661242708,31.0,0.4447776708608847,0.7962771897348659,0.3822130510727356,1.646277189734866
Karnal,77.04677815948872,29.84048661242708,34.0,0.5094979479926002,1.152238713959301,0.5530745827004645,2.002238713959301
Karnal,77.114093754174,29.84048661242708,38.0,0.5968861170890805,1.6328736439899425,0.7837793491151723,2.4828736439899424
Karnal,77.18140934885925,29.84048661242708,31.0,0.5648621737787957,1.4567419557833763,0.6992361387760206,2.306741955783376
Karnal,77.24872494354452,29.84048661242708,34.0,0.41402869315350155,0.6271578123442586,0.3010357499252441,1.4771578123442586
Karnal,77.3160405382298,29.84048661242708,38.0,0.573216294796617,1.5026896213813934,0.7212910182630689,2.3526896213813933
Karnal,77.38335613291507,29.84048661242708,35.0,0.48172656961563476,0.9994961328859913,0.4797581437852758,1.8494961328859914
Karnal,76.34655188524492,29.782096118959313,28.0,0.550830923031572,1.379570076673646,0.6621936368033501,2.229570076673646
Karnal,76.41382818485037,29.782096118959313,29.0,0.5440544332018327,1.3422993826100797,0.6443037036528383,2.19229938261008
Karnal,76.4811044844558,29.782096118959313,30.0,0.6175455107174903,1.7465003089461968,0.8383201482941744,2.596500308946197
Karnal,76.54838078406125,29.782096118959313,33.0,0.5293247951788295,1.2612863734835622,0.6054174592721099,2.111286373483562
Karnal,76.6156570836667,29.782096118959313,33.0,0.3716955302793835,0.39432541653660935,0.3,1.2443254165366093
Karnal,76.68293338327214,29.782096118959313,35.0,0.41041122248166445,0.6072617236491545,0.3,1.4572617236491545
Karnal,76.7502096828776,29.782096118959313,35.0,0.5784923508341913,1.531707929588052,0.7352198062022649,2.381707929588052
Karnal,76.81748598248305,29.782096118959313,37.0,0.4993346933409911,1.0963408133754513,0.5262435904202166,1.9463408133754512
Karnal,76.88476228208849,29.782096118959313,34.0,0.6110383248075251,1.710710786441388,0.8211411774918662,2.560710786441388
Karnal,76.95203858169393,29.782096118959313,34.0,0.5418751054344819,1.3303130798896505,0.6385502783470323,2.1803130798896504
Karnal,77.01931488129938,29.782096118959313,34.0,0.4600747411243579,0.8804110761839686,0.4225973165683049,1.7304110761839686
Karnal,77.08659118090483,29.782096118959313,36.0,0.6065925407778572,1.6862589742782146,0.809404307653543,2.5362589742782147
Karnal,77.15386748051026,29.782096118959313,30.0,0.45540818547766715,0.8547450201271694,0.41027760966104126,1.7047450201271692
Karnal,77.22114378011571,29.782096118959313,35.0,0.3557891593379725,0.30684037635884887,0.3,1.1568403763588488
Karnal,77.28842007972115,29.782096118959313,36.0,0.6851036440850279,2.1180700424676533,1.0166736203844735,2.9680700424676534
Karnal,77.3556963793266,29.782096118959313,36.0,0.3671400897902244,0.3692704938462342,0.3,1.2192704938462342
Karnal,76.31956122209982,29.723705625491544,31.0,0.5709130287183456,1.490021657950901,0.7152103958164324,2.340021657950901
Karnal,76.38679834226544,29.723705625491544,31.0,0.5951081415166939,1.6230947783418164,0.7790854936040719,2.4730947783418165
Karnal,76.45403546243105,29.723705625491544,29.0,0.5317652690481274,1.2747089797647007,0.6118603102870563,2.1247089797647005
Karnal,76.5212725825967,29.723705625491544,34.0,0.3853282525089529,0.4693053887992411,0.3,1.3193053887992412
Karnal,76.58850970276231,29.723705625491544,32.0,0.6012011948368712,1.6566065716027916,0.7951711543693399,2.5066065716027914
Karnal,76.65574682292795,29.723705625491544,35.0,0.4046765026689228,0.5757207646790754,0.3,1.4257207646790753
Karnal,76.72298394309357,29.723705625491544,34.0,0.4125097148087627,0.6188034314481949,0.3,1.4688034314481948
Karnal,76.79022106325921,29.723705625491544,36.0,0.4910665349868027,1.050865942427415,0.5044156523651592,1.9008659424274148
Karnal,76.85745818342484,29.723705625491544,34.0,0.5830803659293597,1.5569420126114786,0.7473321660535097,2.4069420126114784
Karnal,76.92469530359047,29.723705625491544,31.0,0.5440091124584635,1.3420501185215494,0.6441840568903437,2.1920501185215495
Karnal,76.9919324237561,29.723705625491544,33.0,0.5848614628630014,1.566738045746508,0.7520342619583239,2.416738045746508
Karnal,77.05916954392173,29.723705625491544,30.0,0.48450849355623654,1.014796714559301,0.4871024229884645,1.8647967145593012
Karnal,77.12640666408736,29.723705625491544,34.0,0.5062253370755232,1.1342393539153777,0.5444348898793813,1.9842393539153775
Karnal,77.19364378425298,29.723705625491544,37.0,0.42902905694678406,0.7096598132073124,0.34063671033950993,1.5596598132073125
Karnal,77.26088090441861,29.723705625491544,37.0,0.494650763742186,1.070579200582023,0.513878016279371,1.920579200582023
Karnal,77.32811802458424,29.723705625491544,38.0,0.5674502521447917,1.4709763867963546,0.7060686656622501,2.3209763867963544
Karnal,76.2926500280854,29.665315132023775,26.0,0.49601375568199046,1.0780756562509477,0.5174763150004549,1.9280756562509476
Karnal,76.35984808416801,29.665315132023775,33.0,0.5580367643851692,1.419202204118431,0.6812170579768468,2.269202204118431
Karnal,76.42704614025058,29.665315132023775,31.0,0.47413805987603846,0.9577593293182116,0.4597244780727416,1.8077593293182117
Karnal,76.49424419633317,29.665315132023775,31.0,0.4726086725768199,0.9493476991725094,0.4556868956028045,1.7993476991725093
Karnal,76.56144225241576,29.665315132023775,31.0,0.5231334919782067,1.2272342058801369,0.5890724188224656,2.0772342058801367
Karnal,76.62864030849836,29.665315132023775,31.0,0.5044094797753368,1.1242521387643525,0.5396410266068892,1.9742521387643523
Karnal,76.69583836458096,29.665315132023775,30.0,0.5673908194081166,1.4706495067446417,0.705911763237428,2.3206495067446418
Karnal,76.76303642066355,29.665315132023775,31.0,0.5342632193284769,1.2884477063066229,0.618454899027179,2.1384477063066227
Karnal,76.83023447674616,29.665315132023775,31.0,0.659227703631426,1.9757523699728432,0.9483611375869647,2.825752369972843
Karnal,76.89743253282874,29.665315132023775,33.0,0.50244043963912,1.11342241801516,0.5344427606472768,1.9634224180151598
Karnal,76.96463058891133,29.665315132023775,30.0,0.501819788019496,1.110008834107228,0.5328042403714695,1.960008834107228
Karnal,77.03182864499394,29.665315132023775,32.0,0.43678951489718437,0.7523423319345142,0.3611243193285668,1.6023423319345143
Karnal,77.09902670107651,29.665315132023775,37.0,0.521822237393535,1.2200223056644424,0.5856107067189323,2.0700223056644425
Karnal,77.16622475715911,29.665315132023775,35.0,0.5746263150937759,1.5104447330157678,0.7250134718475685,2.360444733015768
